JobTitle,Company,Location,Summary,Salary,PostDate,JobUrl
Senior Platform Software Engineer,"Kevala, Inc","San Francisco, CA","Knowledge of how to create software that’s extensible, reusable and fits product vision.
Diving into difficult problems facing the US electric grid, especially…",,16 days ago,"https://www.indeed.com/company/Kevala,-Inc/jobs/Senior-Platform-Software-Engineer-97c4b9de7b58d806?fccid=3fe991e4a7ae6b15&vjs=3"
2021 Intern - Associate Platform Engineer – Professional Services,"Five9, Inc.","San Ramon, CA",I have learned so much about how to interact professionally with various individuals from both within Five9 and from outside the company and have grown so much…,,30+ days ago,https://www.indeed.com/rc/clk?jk=1c7ccb03dd33e29c&fccid=401ad1536026b66d&vjs=3
"Camera Systems Software Engineering Manager, Facebook Reality Labs",Facebook,"Burlingame, CA","Manage a team of software engineers that builds the camera systems software stack for consumer electronics products.
Experience with Camera User Level APIs.",,9 days ago,https://www.indeed.com/rc/clk?jk=126da3d2ebabe2bb&fccid=1639254ea84748b5&vjs=3
Web Developer,Doctor On Demand,"San Francisco, CA","Through live video visits, our hand-picked, US-trained doctors take patient history, perform an exam, and recommend a treatment plan.",,4 days ago,https://www.indeed.com/rc/clk?jk=fb0171fd5f49ed0b&fccid=ae2532bda26af379&vjs=3
Senior Kotlin Developer - Remote |LATAM|,BairesDev,"Martinez, CA","Design and develop new products and software components.
Validate and execute unit tests, and automated UI tests to identify application errors and ensure…",,2 days ago,https://www.indeed.com/rc/clk?jk=45a8dc22fc8152ef&fccid=29707109e86166e5&vjs=3
Software Engineer - Information Security,Blend Labs,"San Francisco, CA","Blend helps lenders maximize their digital agility.
Join a team of security engineers who provide expertise, tooling and automation to the wider Blend…",,30+ days ago,https://www.indeed.com/rc/clk?jk=183b3840af6901f9&fccid=c0222312b34b096a&vjs=3
Senior Software Engineer,General Radar,"Menlo Park, CA","Experience with low-level embedded software (C, C++, Linux kernel), python.
Full time availability preferred; part time possible for the right candidates.",,30+ days ago,https://www.indeed.com/rc/clk?jk=1d77d523cf370283&fccid=d19d0fa2930ec68d&vjs=3
Senior PL/SQL Developer - Remote |LATAM|,BairesDev,"Martinez, CA","5+ years of experience as a software developer.
We are looking for a PL/SQL Developer to join our team and contribute to the development and quality of our…",,2 days ago,https://www.indeed.com/rc/clk?jk=90cd720a9ae62b9c&fccid=29707109e86166e5&vjs=3
Full-Stack Software Engineer,Quantcast,"San Francisco, CA","Our Full-Stack polyglots work in all aspects of agile application development, from DB schema design, Data pipelines, and Java business logic to advanced…",,24 days ago,https://www.indeed.com/rc/clk?jk=6a8de3fcc539fee6&fccid=ae804d7135a7b480&vjs=3
Software Engineer,Rakuten Rewards,"San Mateo, CA","Responsible for hands-on development of backend microservices used in a fast paced and highly scalable environment.
Strong SQL and data-analysis skills.",,9 days ago,https://www.indeed.com/rc/clk?jk=c8add007bbf32bc6&fccid=5e50810dc475b1eb&vjs=3
Senior Software Engineer,SiriusXM,"Oakland, CA",Sr Engineer on Web Platform Team designs and develops features for our in-market apps as well as upcoming new products.,,2 days ago,https://www.indeed.com/rc/clk?jk=bb8362e93409f4bc&fccid=25039f950f78d541&vjs=3
Software Engineer - iOS,Wish,"San Francisco, CA","You should have strong competencies in iOS architecture and software design.
For this role, you should be smart, hands-on, and have a solid foundation in…",,7 days ago,https://www.indeed.com/rc/clk?jk=8f0e7d100c709d17&fccid=617690ce838507f3&vjs=3
"Guidance, Navigation, and Control Engineer",Astranis,"San Francisco, CA","Demonstrated experience in coding and developing 6-DOF simulations or flight software.
Validation and verification through software simulation, Monte Carlo…",,30+ days ago,https://www.indeed.com/company/Astranis/jobs/Guidance-6895e6f9063550fc?fccid=0968e915e37599e9&vjs=3
Software Engineer,Trim,"San Francisco, CA","Build scalable frontend components for both the main application and our component library.
Translate UI/UX designs and wireframes into code.",,6 days ago,https://www.indeed.com/rc/clk?jk=cc92f2b65336bdd8&fccid=d8cc90bd2763a82b&vjs=3
"Software Engineer, Web Platform",Uber,"San Francisco, CA","Create developer tools to increase efficiency and quality of our product teams.
Contribute features and fixes back to open-source software, or build and promote…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0e37e293177b44de&fccid=f766f8bfbc3effb7&vjs=3
Java Full-Stack Developer,PK,"Oakland, CA","Supports the entire software development life cycle including support and maintenance.
PK, the experience engineering firm, is looking for a Java Full Stack…",,30+ days ago,https://www.indeed.com/rc/clk?jk=a40f0be0d133264f&fccid=f031515c17652ecd&vjs=3
Customer Engineer,Retool,"San Francisco, CA","Our customer engineering team works on the frontlines to build products for, and with, Retool’s largest, and most strategic customers.",,30+ days ago,https://www.indeed.com/rc/clk?jk=8b3a3ea236b6a4e3&fccid=d84f54f1c7f8f653&vjs=3
Software Engineer,Grand Rounds,"San Francisco, CA","As a software engineer on the Care Services team, you will collaborate closely with fellow engineers, product managers, and designers.",,30+ days ago,https://www.indeed.com/rc/clk?jk=79e9e43a6e83fe19&fccid=674737b89dda47a6&vjs=3
Senior Software Engineer,Bolt,"San Francisco, CA",The Buying Experience (BX) team based out of San Francisco is responsible for systems that handle all necessary functions to buy products online.,,30+ days ago,https://www.indeed.com/rc/clk?jk=00a9e629e33e72fb&fccid=2472edbe03e34796&vjs=3
"Software Engineer, Platforms",Bolt,"San Francisco, CA","Every engineer on this team gets to shape the engineering and technology at Bolt in a fundamental way.
Thinking creatively to solve complex problems.",,30+ days ago,https://www.indeed.com/rc/clk?jk=10624d82bdec5217&fccid=2472edbe03e34796&vjs=3
Senior Software Engineer in Test,Snowflake,"San Mateo, CA","Experience delivering quality software in a large distributed system with emphasis on functional and performance automation, workloads and testing.",,30+ days ago,https://www.indeed.com/rc/clk?jk=dc1897e4ef7905bb&fccid=04a37cb60fd02dd3&vjs=3
Sr Full Stack Developer,Oracle,"Redwood City, CA","Provide technical leadership to other software developers.
As a member of the software engineering division, you will assist in defining and developing software…",,3 days ago,https://www.indeed.com/rc/clk?jk=c2cf865a92577628&fccid=cd22d01053af7669&vjs=3
IT Support Manager,100x Group,"San Francisco, CA","Knowledge of Apple systems and software.
Managing the stream of inquiries related to troubleshooting support requests, hardware, software, and network problems…",,9 days ago,https://www.indeed.com/rc/clk?jk=4009f3734e4c7e9b&fccid=1c6963f4c20c0bae&vjs=3
Lead Software Engineer,Capital One - US,"San Francisco, CA","At least 6 years of experience in software engineering.
Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine…",,4 days ago,https://www.indeed.com/rc/clk?jk=98116e43a17df906&fccid=b85c5070c3d3d8c8&vjs=3
Full-Stack Engineer,Render,"San Francisco, CA","You have a few years of professional experience building software.
You should already have experience building products across the stack and have a keen…",,30+ days ago,https://www.indeed.com/rc/clk?jk=2c1b2b293fea5a7b&fccid=fb248e973626d73d&vjs=3
Software Eng III,Myriad Genetics Inc.,"San Francisco, CA","Strong software engineering fundamentals: design, testing, version control.
Our software engineers work closely with all areas of the business to develop world…",,10 days ago,https://www.indeed.com/rc/clk?jk=8dcef6c49560ef92&fccid=4ce6055db23402d5&vjs=3
"Full Stack Software Engineer, SF Bay Area (Remote)",Craft,"San Francisco, CA","Experience implementing complex software systems and services.
Craft provides a 360 degree view all their suppliers so clients can quickly pivot when alerted to…",,7 days ago,https://www.indeed.com/rc/clk?jk=2d032cd20884a833&fccid=c18faf11abd01100&vjs=3
"Software Engineer, Web App",Zeplin,"San Francisco, CA","While creating a common language for our fellow designers and developers, we care deeply about building a product that delights them.",,30+ days ago,https://www.indeed.com/rc/clk?jk=4385dc011bac9e4d&fccid=813efae91ff4c32b&vjs=3
Sr Robotics Software Engineer,ConSol Partners,"San Francisco, CA","Solid data structures, algorithms and software design experience.
Its versatile Autonomous Mobile Robots (AMRs) for the food service and hospitality field are…",,Today,https://www.indeed.com/rc/clk?jk=293368323bcc1e68&fccid=94692e7d72a57902&vjs=3
Software Engineer,City Health Urgent Care,"San Leandro, CA","Experience developing web or mobile applications.
Experience with TypeScript and React or React Native.
Has strong communication skills and enjoys collaboration…",,3 days ago,https://www.indeed.com/rc/clk?jk=0da7606dce93379e&fccid=422891229d54d3ec&vjs=3
"Senior Software Engineer, Frontend",Brightwheel,"San Francisco, CA","Work alongside product and design to scope and implement new features or product lines.
Help to continuously modernize and mature our frontend architecture and…",,Active 4 days ago,https://www.indeed.com/company/brightwheel/jobs/Senior-Software-Engineer-56d0a2a23d8485d3?fccid=02b926b6f9ec40fd&vjs=3
Software Development Engineer C++/Communication,PolyCore Software,"Burlingame, CA","You will work in a small focused team of developers solving challenging tasks and problems.
As a member of our software development team you will translate…",,30+ days ago,https://www.indeed.com/rc/clk?jk=a4e97ae98aca864a&fccid=2a842b0a85a8ecfd&vjs=3
Platform Services Full Stack Developer,Zendesk,"San Francisco, CA","Zendesk builds software for better customer relationships.
Zendesk, a fast growing web-based customer service and engagement software company, is seeking a Full…",,15 days ago,https://www.indeed.com/rc/clk?jk=e7b32bb9cea8762c&fccid=41e8f9abd9840a7a&vjs=3
"Software Engineer, Back End",Nuna,"San Francisco, CA",You'll design APIs and service architectures that multiply the effectiveness of internal and external developers serving millions of patients.,,30+ days ago,https://www.indeed.com/rc/clk?jk=bf07ddda88b5dc46&fccid=3cb3ba377c877a98&vjs=3
"Associate, Cloud Application Developer",KPMG,"San Francisco, CA","NET, Power Platform), IT Security, software development, and infrastructure deployment methodologies and industry best practices.",,30+ days ago,https://www.indeed.com/rc/clk?jk=c67ab1f0c33f3b4c&fccid=2dd390c3a48a7ed0&vjs=3
"Senior Software Engineer, Fullstack",Sofar Ocean,"San Francisco, CA","3+ years of professional software development experience.
This calls for an experienced backend developer with a strong grasp of Node.js, Postgresql, and modern…",,3 days ago,https://www.indeed.com/rc/clk?jk=d2ab6dfe4d390db9&fccid=d33dfc98fd73a2cf&vjs=3
Software Engineers,"Ideal Ratings, Inc.","San Francisco, CA",The Software Engineer will work within IdealRatings’ Engineering team in the development of new product suite as well as maintaining the existing software…,,30+ days ago,https://www.indeed.com/rc/clk?jk=0a326f8d061b58e6&fccid=31fc4690072c60c2&vjs=3
Software Engineering Manager,Astranis,"San Francisco, CA","Oversee implementation of spacecraft avionics software, ground control and telemetry software, and low-level embedded software to interface with various…",,Active 4 days ago,https://www.indeed.com/company/Astranis/jobs/Software-Engineering-Manager-2600b34fadaedd04?fccid=bc11c7f77a065fb8&vjs=3
"Software Engineer, Developer Experience",Zeplin,"San Francisco, CA","Advocate for developers internally and collaborate with the rest of the crew to build new features, improve the platform, and grow the developer ecosystem.",,30+ days ago,https://www.indeed.com/rc/clk?jk=6498b571cd3a258a&fccid=813efae91ff4c32b&vjs=3
"Staff Software Engineer, Investor Enablement",Carta,"San Francisco, CA","However, if you have domain expertise in accounting and/or finance and at least a few years of software development experience, we encourage you to apply.",,1 day ago,https://www.indeed.com/rc/clk?jk=05cd9faf07345bc4&fccid=9e7dc185cb656f55&vjs=3
"DevOps Engineer, Associate - Web Operations (San Francisco)",BlackRock,"San Francisco, CA","The team interacts regularly with other technology teams, project managers and software developers.
Developing relationships and working collaboratively with…",,30+ days ago,https://www.indeed.com/rc/clk?jk=1ca9a71df7c6ee8d&fccid=58c732f14833248a&vjs=3
IT Software Developer,Stanford University,"Redwood City, CA","Follow team software development methodology.
Understanding of all aspects of software development life cycle and quality control practices.",,30+ days ago,https://www.indeed.com/rc/clk?jk=ec2922defca69298&fccid=1ba7f338730ce720&vjs=3
Manager Software Engineering,Glu Mobile,"San Francisco, CA",We are looking for a Software Engineering Manager to lead a team of Unity Developers working on the hit mobile game - Design Home.,,2 days ago,https://www.indeed.com/rc/clk?jk=405884d93e61df23&fccid=a5ea7db1292ddde6&vjs=3
Software Engineer,Treasure Technologies,"San Francisco, CA","Debugging and testingFocus on software quality and put a high priority on maintaining high standards within a team.
Participate in code and document reviews.",,30+ days ago,https://www.indeed.com/rc/clk?jk=6d167867501bd785&fccid=67af5d3df05db90c&vjs=3
Senior API Software Engineer,"JPMorgan Chase Bank, N.A.","San Francisco, CA","You will work collaboratively to deliver a meaningful and comprehensive developer experience that includes developer portal, CI/CD tools, customer test…",,4 days ago,https://www.indeed.com/rc/clk?jk=cf292eafd48cdf4f&fccid=aaf3b433897ea465&vjs=3
Backend Engineer,Newday Financial Technologies,"San Francisco, CA","At least 4 years of experience as a NodeJS or Javascript developer,.
We’re looking for experienced and passionate Backend Engineers to join.",,30+ days ago,https://www.indeed.com/rc/clk?jk=6e0d322f2e5e93c5&fccid=471fc94136ea6e7b&vjs=3
Full-Stack Developer (Java + React / Angular),Do IT,"San Francisco, CA","At least 1+ years of experience as full-stack developer using Angular or React + Java;
DIGIS is looking for a talented and skilled Full Stack (Java + React /…",,30+ days ago,https://www.indeed.com/rc/clk?jk=44351a9c6739b7a7&fccid=9f94626615c1a078&vjs=3
AUDIO SOFTWARE ENGINEER,Smule,"San Francisco, CA",Develop algorithms to process the music information and convert results into a format that is usable by other Smule software applications or components.,,30+ days ago,https://www.indeed.com/rc/clk?jk=6be44260fd01b406&fccid=6d822f12f585bd1d&vjs=3
"Software Engineer, Cassini",eBay Inc.,"San Francisco, CA",Job ResponsibilitiesBuild search features to support business requirementsResearch and implement advanced CS and IR techniques for higher performanceTriage and…,,30+ days ago,https://www.indeed.com/rc/clk?jk=78a4fc63ea2c11a0&fccid=ccf155b8e5eb4bf8&vjs=3
Software Engineer (Reinforcement Learning),Anyscale,"San Francisco, CA","Develop high quality open source software to simplify reinforcement learning (RLlib).
RLlib is an open-source library for reinforcement learning that offers…",,30+ days ago,https://www.indeed.com/rc/clk?jk=a8b6bac1fe02dca3&fccid=f0f42cb8bb53c77f&vjs=3
Technical Curriculum Developer (Remote),Splunk,"San Francisco, CA","3+ years of software/technology experience.
Designs and develops outstanding technical course content and lab exercises for instructor presentation or self…",,30+ days ago,https://www.indeed.com/rc/clk?jk=7c3c7066cd42b41f&fccid=aef928e89977f7f0&vjs=3
Software Engineer (Frontend),Anyscale,"San Francisco, CA","Develop high quality software to empower software developers and simplify programming.
By exposing the right metrics and visualizations, providing high levels…",,30+ days ago,https://www.indeed.com/rc/clk?jk=d1a5092821240167&fccid=f0f42cb8bb53c77f&vjs=3
2021 Intern - Product Management: Frontend Clients,"Five9, Inc.","San Ramon, CA",The Product Management intern will be an active member of the Product Management team and support the delivery of quality Five9 products by defining…,,21 days ago,https://www.indeed.com/rc/clk?jk=ce41fa2acfc79dac&fccid=401ad1536026b66d&vjs=3
Senior Salesforce Community Developer - PRM,Snowflake,"San Mateo, CA",In this role you will have the opportunity to build business applications and design features to improve the reliability of our applications and systems.,,30+ days ago,https://www.indeed.com/rc/clk?jk=ab469bacb33ddc9d&fccid=04a37cb60fd02dd3&vjs=3
Software Engineer - Front End (UI Infrastructure) - US-Remote,Splunk,"San Francisco, CA","This role requires strong cross-team collaboration with our application development and product management teams.
2+ years of relevant experience.",,14 days ago,https://www.indeed.com/rc/clk?jk=323e9c1f9a44395a&fccid=aef928e89977f7f0&vjs=3
"Software Engineer, Fullstack - Home Insurance",Blend Labs,"San Francisco, CA","Blend helps lenders maximize their digital agility.
While Home insurance is a requirement for all loans to close, the existing experience is generally offline…",,30+ days ago,https://www.indeed.com/rc/clk?jk=c2f67261aa88e991&fccid=c0222312b34b096a&vjs=3
"Engineer III, Software Test",Thermo Fisher Scientific,"South San Francisco, CA",Define the scope of assigned feature testing within the context of each software release for web application and embedded instrument control software.,,Today,https://www.indeed.com/rc/clk?jk=97ea94830cbbd27a&fccid=126e3afd205caa95&vjs=3
Senior Software Engineer - Frontend,Uber,"San Francisco, CA","At Uber, our teams operate our business through amazing web experiences built specifically to deliver value to customers, whether on the supply or demand side…",,1 day ago,https://www.indeed.com/rc/clk?jk=902632664780e3d1&fccid=f766f8bfbc3effb7&vjs=3
Developer Support / Junior Developer,XPERT Plus,"San Francisco Bay Area, CA","This role assists senior developers with the releases of builds, with data backups and restores, etc.
This is not a helpdesk role - there will be no resetting…",,30+ days ago,https://www.indeed.com/rc/clk?jk=626a637f4f0e3452&fccid=3d39395ee32c5ff9&vjs=3
Backend Developer,BloomSky,"Burlingame, CA","Minimum education and experience required: Must have a Bachelor's degree or the equivalent in Computer Science, Engineering, Information Technology or related…",,30+ days ago,https://www.indeed.com/rc/clk?jk=94213a78a0b1d95f&fccid=a558a5c1019951d2&vjs=3
Senior MySQL DBA Developer - Remote |LATAM|,BairesDev,"Martinez, CA","We are looking for a MySQL DBA Developer to implement, configure, maintain, secure, and perform critical databases to ensure availability and consistent…",,2 days ago,https://www.indeed.com/rc/clk?jk=1e364df00d20ff89&fccid=29707109e86166e5&vjs=3
Devops Engineer - Local Candidates in CA,Tekrek Solutions Inc,"South San Francisco, CA","Administer, monitor, and deploy systems and services on AWS and cloud platforms.
Define and implement CI/CD pipelines and orchestration tooling.",,2 days ago,https://www.indeed.com/company/Tekrek-Solutions-Inc/jobs/Devop-Engineer-eb17897bef8f1dc5?fccid=feec4fef4f413549&vjs=3
"Software Engineer, Core PubSub",PubNub,California,"Minimum 5 years experience in enterprise grade software.
We are looking for exceptional C developers to use creative thinking and raw innovation to drive the…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPLKAPB3yxKuRq4ncd5RTzhIL8EME8vDjAtAzwGHMsz4-22ZWpnf37nJuV_WaNKimTWoc5rwpGqmPNcC4b4ivLOj9NcyWaHaLShyE9xA8b6BHRH0IJ7qCvbGYuJ5lGpG-iiIImvy_G6uK0d903KoM51IjbKvOnpuSfMziB_h7MZ8d1Nq1lP3tgxuhT-2oiHpsYDDZgimH7O3dkcKBPJOQHSxAQX6HQ5bCeBAnKPVUwoz4F5X6UaiG4RolCpnEiOB_xem2Z0Peq-QcTEDa3Ami8cKWbgrNlPQ8z4B_AOznBQEax9JW_L5XXzN4oVosgkuVVKx7t-5Ahtx9f1oY2iGkmfheqFxs8FTP_b6zx2zLjSYiYCKm60I00D1uyqG7ahQjRXA7oYe6DwzZxUEQ_agy_UJn9Z_f6mXU=&p=0&fvj=0&vjs=3
Application Developer,Wheel Pros,"San Francisco, CA","Design and build advanced applications for the Android and iOS platforms.
Collaborate with cross-functional teams to define, design, and ship new features.",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cht1KFzuGFpyJEql-iz503NG15PtyPFifTxn0aZOk8JmDHnJHLQTtzdUti8tF4CXH5zD3MCr-aRu90y5p_yyWgPIObNsD9TN7mDmNsnAljyNgfCYdDo4l_M-BujmBKNLyMKGvxB575c6-7v1cTvxyZpfGbTM0UBHnYL2XcipmKgXd3HMwudG9qa55ZouAA5DGL6qRGtmf5DxoXrUNsZc1iNcTHqehXc9JTSMf88mgNP9VjBlKUIs6byO_aHDI3TakLgZ7tUeXVMZgXtGn14FNHnwTIdfrdk6y2vmFqrupc5BYu9A2CzZVfXlRCIV-P5ZuS5BQXkSTtNgGRS-LG8QM-0P7mtDBdPtb9zFI-6sWsIdLX8ztNankBqO6k4oH_Er_2KFx-NalH0U4oZ7LE1aUN5duJ6zWSEfy5eBEY_PMwNbEeb9ja1yQ7RAr9h6dgjTS5gSMq0xPsdwMaCxB_dXL_oxDoX1ijIXU=&p=1&fvj=1&vjs=3
C++ Developer - Remote,QualityLogic,California,"Comfortable in dealing with large complex software architecture and code base.
Minimum of 5 years of software engineering experience using Microsoft Visual C++ …",,Today,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfCVyGhJxQhQGQE8P30JU6-n5_jcSKbz7MAfWG2cdpnvUD16wiEl-mOwcyEO-wfiPFK4ScsYM9tFFWwF5aULi8lgNuliIuQl17DmVGwE5fk1rYF9TC833xrgK3jULulyPEZ8AphlnQ21l1WFBSb6eMfCFuX71C9sS0y45UbclKwEpZtdDxANrgYMGSQ0apaRqoadahkGo0dl1UKTo66Oe8x5Bm7cb-UaoLm2Az0aJm6o4PyIG0fXY1M25Z4ntRD6Zh5nzd9qmVckjF_iGz1QPNWGs3PLZyQJ8Rw8l04zzNi8hx_9LPe8fVOhXDlAsgW4SLMrUdSW2t1LoCMSHBWH4s9H-thgWHFUpiF8--px4Z2_IGh7xY2HuvjzRFSizn8UfitTE2f0uj17RrNtm53W1I5aEJvbagOxpjnFal2eN6LyjYmYTEb0ydRcfJr0Q1fFlHk6SqhUDKaySLT-7KJbSuZsyrl95Ck-E=&p=2&fvj=1&vjs=3
Software Engineer – Controls and Simulation,Astranis,"San Francisco, CA","Accelerate the software development process with improved tools and visualizations.
Work with the engineering team to design, build, and test a high-fidelity…",,Active 4 days ago,https://www.indeed.com/company/Astranis/jobs/Software-Engineer-Control-Simulation-f5f1099ba61740a4?fccid=bc11c7f77a065fb8&vjs=3
Producer,Zynga,"San Francisco, CA","The ideal candidate is an organized and clear communicator who can own multiple assignments and relationships with every game and partner team in the company,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=e916d72d45c20509&fccid=f379417fa48d0010&vjs=3
Video Processing Software Engineer,"Zoom Video Communications, Inc.","San Francisco Bay Area, CA","Setting up test environments and developing test tools for software runtime verification.
Participate in developing and building applications for both desktop…",,30+ days ago,https://www.indeed.com/rc/clk?jk=228843d255741e69&fccid=e32d933c26e873c8&vjs=3
Senior Full Stack Developer,Snowflake,"San Mateo, CA","Significant software development experience, including 10+ years of experience in web UI application development.
Build for scale and high performance.",,6 days ago,https://www.indeed.com/rc/clk?jk=7c54530ea2d0e191&fccid=04a37cb60fd02dd3&vjs=3
Software Engineer (Front-end),Finrise,"Burlingame, CA","You’ve thought about the current healthcare experience; whether it’s signing up for health insurance, helping a loved one navigate affordability, finding the…",,30+ days ago,https://www.indeed.com/rc/clk?jk=f450ae2d09eec508&fccid=8e766de34b635e9e&vjs=3
Android Developer,NTT DATA Services,"San Francisco, CA","Able to simplify complex problems, process projects into component parts, explore and evaluate them systematically.
Example apps in the stores.",,10 days ago,https://www.indeed.com/rc/clk?jk=4310018d37ee4a1b&fccid=ac38a400acc8fe73&vjs=3
"Software Engineer, Quality",eBay Inc.,"San Francisco, CA","Experience developing and/or testing Soap/XML/Rest and/or Java/JUnit and java based applications required.
Ability to communicate effectively with developers,…",,3 days ago,https://www.indeed.com/rc/clk?jk=7412bbb499e4e02b&fccid=ccf155b8e5eb4bf8&vjs=3
Senior Web Developer,"Project6 Design, Inc.","Emeryville, CA","You'll work hands-on as a key contributor and serve as a technical strategist.
Paid holidays and flexible paid time off.
WP builds with Gutenberg blocks.",,Active 2 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cws-3cyJNnEnn2xiFo-tA7gzHv98mKg3Odi0vquc4SYkJMKLwpCjFXd37_ZeEJkBOU3HXvRmPo9qPwpkD-GKUH1jEoYs_UBr9k6Cio8gwHOiNaTKfR2E4UfPT2I2U4CAJGlL2-CAWYn8d2UBdOXE9QWoD_1OWUBY_P3CjKzoA-q5gbRzJ6jKM36XnqnEyfgEnCASaZ4GAxB0DmFjyqnofwYU-C2cF46a6OBkRx6WJC-vAh8lvCNM6gHffPnVvK1iqGj3ViU4PI9LS9O51DkkBWEvHCjTjkEeqi1ssiR3EEWs6tnrt9W1AY6VMrJfJxCskJPBjTbdH0y6G8w8-Q5nh8dq3UZXqSw81AneowL55LkIKlfbOQVO3T-u2tbCp07W2W3EC8CrUuX0nZxytVGqh6H23VsDVve3NDNfMJcSn_hbvmqwG0a0fsT7xtWnfdnx1UnCTPb5qghw2tpsOVZhlcRwUF2POuMs8=&p=13&fvj=1&vjs=3
Lead Firmware Engineer,Fellow,"San Francisco, CA","Embedded software definition and requirements documentation.
Design and develop our embedded software systems.
Work with Product to understand requirements.",,Active 22 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoVS1VPT1wZpj3dRfwAGVmvLceU249LqQsxYXa0N7QaiVH6PSdIhS45Ce2V32_v9x3ozln5ltnlSmBoDfgWqmH-dNrbquwla-Gs0XJK7HhAq0KcUg2OYXWQC12Uie6MTfDLJdcW1kixyEyMq70vgs1wNZwSKKGL8c7PWoLbUmQ06JJbMs3Ncjrj2q37nECZdATzB12tF-n43S7wiW7I1wqYRdKUfD6xO4p7IiHOVRRGILL-ehqanM5sTv1ISUO1MSpKzj9HSNqZim-nXU1YZPaWYxnpBRNVSo6pHyM4cgIFN2qYI3fcYcbaw1Sn95MDuf6BTiyl-lhS6UjBfJ1TGO5dHJ874IkuAuqa1KzXyAVoHK-snDi4l5aTiAK_BBe70XPmzU3ncQnlJ89MbOCcZ601fOWLiUYmTOo_8VwW-6dS2Chw2oK7n2QQu0QsfteVHGP2NOxwDV2kolXKxzS5LcnwsM30QPB2dc=&p=14&fvj=1&vjs=3
Senior .Net Developer,"Junk King Franchise Systems, LLC","Burlingame, CA","You develop back-end components, connect the application with other web services, and assist front-end developers by ensuring their work integrates with the…",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQYeaUQ7qG2N07LefHdZ5UuiHOHCn1T6Sj1gYH1q4wv5JB_zOpT7852dyB7OZsm1l_sWSE81O63zU_tRChkoN-JXv9UDzjQa-WnCxiU_WO3QC5JofwOmKS-sQik2AzEJtskK-e73-qHR1Mgva5W3NlZJelwQaPqf-QbN7KcCzVJSWE9pPioW-x7jcs0SFZ6CIzFdrC_sS-ypro0qWq71c4zjuLYI9NwumcDdK8wktSYzoW8Fslt4zw_anNdsiAJVpadKfv1sweJOE3aC6aV8pW__THRSCFzFiQjUyGqzAWdcB3vlUZy2RKQo-ppWHddoZcm4Ku2a5R-pN0Oclht6oCwavrh43Pye4q2v7g-niDmf1BOOWNOCrGhvo2mAPqyk_C8Y4a2txkdTKkupdnKPzjMQIoQybSr-0jR3894BSvdfsUhEWWhd31jOuJqENuI3MVoVOSWmR7eGhth9ku9MaB5sCOqV8Ln6E=&p=15&fvj=1&vjs=3
Software Engineer- Integrations,Cornershop by Uber,"San Francisco, CA","Able to talk and reach agreements with the technical teams of other companies.
Able to connect Cornershop with other systems in various ways: REST APIs, SFTP,…",,10 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDg2PyOvLM5WFHaY3mOgSqyeWxPLwD-9Oy4oGnHKxnHHt5PZ_0nJxm6iUq4Pn7RzmLTwx9B_e9bbreOf0kobpk5h691_JgKD-NtJlNpY5B7UFbHvT7hj7cX50BGTVODTsjBBtPypNTvtvex8bJzZ6KvtT4lFi-6cGAH0Ygm4ee_LaUtDyVd7BcXLNvv03hM64BFT5xSUkyjYYxzZSfh1vwbopUOtAaQNET6LxUuNl8GCSkMMb3mM_1TJ0zpKUIwz1g8ujyGoJXwNwf16UduSXfEUys2UNvfzowv0Sc7R5fncS1C7JuJvpUPydys6rWWiVielO1VNoIT3rmBuw8waD4KCz62pyMrzkLVD8cKNCJ1Uh6luwdva8iIuFy-GZtgrDfcl8Jkibuvt1nBDIMV_D92CgTZL6OI4iPZESCTTH8Yuqg999BvigVwSSLE-IhA9n1edq2ic6aJRL0cTq6DfYilTYESEtjVSu01TaP7rSuYQ==&p=16&fvj=1&vjs=3
Senior Software Engineer – Full Stack (Contract),"Five9, Inc.","San Ramon, CA","5+ years software development experience.
Understand performance and scalability principles and apply when developing software.",,30+ days ago,https://www.indeed.com/rc/clk?jk=51ad944734870b3d&fccid=401ad1536026b66d&vjs=3
"Staff Software Engineer, Frontend",Juniper Square,"San Francisco, CA","Implement and ensure best practices across the teams to maximize developer productivity.
As a staff software engineer at Juniper Square, you will be primarily a…",,23 days ago,https://www.indeed.com/rc/clk?jk=0daf548e263ccb30&fccid=1b53a4c49b4135ed&vjs=3
Software Engineer - Commerce & Identity Platform,Electronic Arts,"Redwood City, CA","2+ years experience professional software development experience with large scale system software.
Code review peer developer's code and provide constructive…",,24 days ago,https://www.indeed.com/rc/clk?jk=fa37a7bbbd1aa1b4&fccid=617d7f961cfcf54a&vjs=3
